,SUMLEV,REGION,DIVISION,STATE,NAME,SEX,AGE,ESTBASE2020_CIV,POPEST2020_CIV,POPEST2021_CIV
0,10,0,0,0,United States,0,0,3733173,3699196,3564493
1,10,0,0,0,United States,0,1,3775586,3762475,3702936
2,10,0,0,0,United States,0,2,3871739,3852130,3767428
3,10,0,0,0,United States,0,3,3964565,3931443,3856743
4,10,0,0,0,United States,0,4,4047488,4035968,3935738
5,10,0,0,0,United States,0,5,4076067,4072698,4040153
6,10,0,0,0,United States,0,6,4046735,4060909,4076629
7,10,0,0,0,United States,0,7,4052265,4048019,4064596
8,10,0,0,0,United States,0,8,4071358,4055165,4051555
9,10,0,0,0,United States,0,9,4112302,4100071,4058615
10,10,0,0,0,United States,0,10,4210205,4186077,4103489
11,10,0,0,0,United States,0,11,4319365,4275997,4189406
12,10,0,0,0,United States,0,12,4450498,4439287,4279315
13,10,0,0,0,United States,0,13,4428826,4429541,4442581
14,10,0,0,0,United States,0,14,4329590,4352094,4432993
15,10,0,0,0,United States,0,15,4293368,4306103,4355926
16,10,0,0,0,United States,0,16,4330357,4327742,4310462
17,10,0,0,0,United States,0,17,4271211,4285087,4331501
18,10,0,0,0,United States,0,18,4269229,4245672,4271397
19,10,0,0,0,United States,0,19,4302814,4287340,4217715
20,10,0,0,0,United States,0,20,4251330,4279347,4280820
21,10,0,0,0,United States,0,21,4212686,4205121,4275608
22,10,0,0,0,United States,0,22,4188063,4194600,4206277
23,10,0,0,0,United States,0,23,4211314,4207914,4202802
24,10,0,0,0,United States,0,24,4266504,4242709,4215829
25,10,0,0,0,United States,0,25,4337543,4324062,4249094
26,10,0,0,0,United States,0,26,4435774,4422405,4330309
27,10,0,0,0,United States,0,27,4529231,4501966,4428816
28,10,0,0,0,United States,0,28,4627218,4611970,4506956
29,10,0,0,0,United States,0,29,4704600,4687062,4615413
30,10,0,0,0,United States,0,30,4672315,4705860,4689504
31,10,0,0,0,United States,0,31,4564306,4576818,4706765
32,10,0,0,0,United States,0,32,4489353,4499748,4577160
33,10,0,0,0,United States,0,33,4448133,4452709,4498553
34,10,0,0,0,United States,0,34,4472764,4465976,4451424
35,10,0,0,0,United States,0,35,4433529,4465655,4462973
36,10,0,0,0,United States,0,36,4390428,4374809,4461285
37,10,0,0,0,United States,0,37,4452931,4442823,4369805
38,10,0,0,0,United States,0,38,4411076,4438728,4437857
39,10,0,0,0,United States,0,39,4391239,4379031,4433782
40,10,0,0,0,United States,0,40,4316754,4363128,4372750
41,10,0,0,0,United States,0,41,4157619,4186767,4356012
42,10,0,0,0,United States,0,42,4101690,4094733,4179514
43,10,0,0,0,United States,0,43,3998138,4046010,4087368
44,10,0,0,0,United States,0,44,3924015,3910135,4037480
45,10,0,0,0,United States,0,45,3945218,3955946,3900256
46,10,0,0,0,United States,0,46,3880025,3881988,3944733
47,10,0,0,0,United States,0,47,3969786,3937256,3869370
48,10,0,0,0,United States,0,48,4184257,4131216,3922554
49,10,0,0,0,United States,0,49,4426352,4381491,4114832
50,10,0,0,0,United States,0,50,4276317,4315155,4362765
51,10,0,0,0,United States,0,51,4144059,4155265,4295131
52,10,0,0,0,United States,0,52,4054659,4068300,4134276
53,10,0,0,0,United States,0,53,4107483,4085129,4045398
54,10,0,0,0,United States,0,54,4178894,4148410,4058921
55,10,0,0,0,United States,0,55,4361070,4312592,4118690
56,10,0,0,0,United States,0,56,4430226,4419098,4279600
57,10,0,0,0,United States,0,57,4426337,4423969,4382906
58,10,0,0,0,United States,0,58,4460172,4441708,4384578
59,10,0,0,0,United States,0,59,4426981,4436384,4399073
60,10,0,0,0,United States,0,60,4352406,4360816,4390969
61,10,0,0,0,United States,0,61,4283827,4279948,4312687
62,10,0,0,0,United States,0,62,4257635,4244366,4228717
63,10,0,0,0,United States,0,63,4114157,4168970,4190174
64,10,0,0,0,United States,0,64,3989246,3985661,4112822
65,10,0,0,0,United States,0,65,3881464,3893692,3928157
66,10,0,0,0,United States,0,66,3723169,3755837,3834444
67,10,0,0,0,United States,0,67,3590496,3599538,3695234
68,10,0,0,0,United States,0,68,3469974,3463771,3537207
69,10,0,0,0,United States,0,69,3234114,3296114,3399278
70,10,0,0,0,United States,0,70,3142558,3146064,3229649
71,10,0,0,0,United States,0,71,3053939,3062186,3076389
72,10,0,0,0,United States,0,72,3053046,2996493,2988058
73,10,0,0,0,United States,0,73,3032409,3153671,2917030
74,10,0,0,0,United States,0,74,2165171,2229629,3060676
75,10,0,0,0,United States,0,75,2135295,2134436,2157557
76,10,0,0,0,United States,0,76,2097610,2072831,2060045
77,10,0,0,0,United States,0,77,2053604,2087365,1992972
78,10,0,0,0,United States,0,78,1757120,1780631,1997941
79,10,0,0,0,United States,0,79,1573136,1590886,1696254
80,10,0,0,0,United States,0,80,1433747,1450143,1507612
81,10,0,0,0,United States,0,81,1346359,1340847,1366271
82,10,0,0,0,United States,0,82,1234493,1246048,1254351
83,10,0,0,0,United States,0,83,1098372,1105091,1156487
84,10,0,0,0,United States,0,84,1015241,1012871,1016585
85,10,0,0,0,United States,0,85,6045312,6020152,5975756
86,10,0,0,0,United States,0,999,330351030,330405064,330784232
261,40,3,6,1,Alabama,0,0,57105,56379,55812
262,40,3,6,1,Alabama,0,1,58230,57976,56859
263,40,3,6,1,Alabama,0,2,59860,59657,58390
264,40,3,6,1,Alabama,0,3,60473,60206,60065
265,40,3,6,1,Alabama,0,4,61493,61400,60676
266,40,3,6,1,Alabama,0,5,61522,61641,61748
267,40,3,6,1,Alabama,0,6,60680,61042,62040
268,40,3,6,1,Alabama,0,7,60205,60374,61565
269,40,3,6,1,Alabama,0,8,61254,60917,60851
270,40,3,6,1,Alabama,0,9,61780,61632,61261
271,40,3,6,1,Alabama,0,10,63538,63136,61943
272,40,3,6,1,Alabama,0,11,65968,65206,63495
273,40,3,6,1,Alabama,0,12,67932,67803,65545
274,40,3,6,1,Alabama,0,13,67048,67250,68104
275,40,3,6,1,Alabama,0,14,65220,65673,67676
276,40,3,6,1,Alabama,0,15,64551,64794,65994
277,40,3,6,1,Alabama,0,16,65080,65090,64994
278,40,3,6,1,Alabama,0,17,64441,64539,65156
279,40,3,6,1,Alabama,0,18,63686,63139,63125
280,40,3,6,1,Alabama,0,19,65418,65019,63283
281,40,3,6,1,Alabama,0,20,65316,65796,65499
282,40,3,6,1,Alabama,0,21,65323,65252,66554
283,40,3,6,1,Alabama,0,22,65030,65157,65703
284,40,3,6,1,Alabama,0,23,64088,64162,65209
285,40,3,6,1,Alabama,0,24,63247,63003,63514
286,40,3,6,1,Alabama,0,25,63381,63200,62363
287,40,3,6,1,Alabama,0,26,64514,64274,62942
288,40,3,6,1,Alabama,0,27,65530,65146,64167
289,40,3,6,1,Alabama,0,28,67260,66869,65214
290,40,3,6,1,Alabama,0,29,69298,68797,67090
291,40,3,6,1,Alabama,0,30,68192,68801,68907
292,40,3,6,1,Alabama,0,31,65200,65809,69081
293,40,3,6,1,Alabama,0,32,62786,63288,65973
294,40,3,6,1,Alabama,0,33,61951,62145,63551
295,40,3,6,1,Alabama,0,34,61881,61897,62237
296,40,3,6,1,Alabama,0,35,61799,62190,62102
297,40,3,6,1,Alabama,0,36,61510,61174,62364
298,40,3,6,1,Alabama,0,37,62369,62219,61038
299,40,3,6,1,Alabama,0,38,62659,62874,62465
300,40,3,6,1,Alabama,0,39,63224,62790,62773
301,40,3,6,1,Alabama,0,40,62451,63078,62904
302,40,3,6,1,Alabama,0,41,60624,61059,63321
303,40,3,6,1,Alabama,0,42,60566,60194,60962
304,40,3,6,1,Alabama,0,43,59289,60092,60354
305,40,3,6,1,Alabama,0,44,57887,57676,60156
306,40,3,6,1,Alabama,0,45,58990,59049,57681
307,40,3,6,1,Alabama,0,46,59192,58903,59081
308,40,3,6,1,Alabama,0,47,61492,60822,59058
309,40,3,6,1,Alabama,0,48,65107,64230,60775
310,40,3,6,1,Alabama,0,49,68711,68147,64204
311,40,3,6,1,Alabama,0,50,64841,65818,68107
312,40,3,6,1,Alabama,0,51,62625,62842,65946
313,40,3,6,1,Alabama,0,52,61445,61638,62989
314,40,3,6,1,Alabama,0,53,62506,62122,61400
315,40,3,6,1,Alabama,0,54,64328,63692,62129
316,40,3,6,1,Alabama,0,55,67940,67038,63510
317,40,3,6,1,Alabama,0,56,68986,68852,66956
318,40,3,6,1,Alabama,0,57,68919,68915,68421
319,40,3,6,1,Alabama,0,58,70034,69633,68507
320,40,3,6,1,Alabama,0,59,69186,69558,69311
321,40,3,6,1,Alabama,0,60,68441,68387,69091
322,40,3,6,1,Alabama,0,61,67218,67269,67854
323,40,3,6,1,Alabama,0,62,67252,66945,66739
324,40,3,6,1,Alabama,0,63,65762,66500,66200
325,40,3,6,1,Alabama,0,64,63925,63830,65730
326,40,3,6,1,Alabama,0,65,61853,62092,62997
327,40,3,6,1,Alabama,0,66,59790,60268,61222
328,40,3,6,1,Alabama,0,67,57434,57650,59272
329,40,3,6,1,Alabama,0,68,55745,55473,56492
330,40,3,6,1,Alabama,0,69,51863,52928,54394
331,40,3,6,1,Alabama,0,70,51055,50866,51720
332,40,3,6,1,Alabama,0,71,50048,50029,49538
333,40,3,6,1,Alabama,0,72,50144,49124,48684
334,40,3,6,1,Alabama,0,73,49586,51703,47590
335,40,3,6,1,Alabama,0,74,35097,36081,50035
336,40,3,6,1,Alabama,0,75,34892,34744,34689
337,40,3,6,1,Alabama,0,76,34423,33919,33425
338,40,3,6,1,Alabama,0,77,33724,34281,32396
339,40,3,6,1,Alabama,0,78,28577,28971,32618
340,40,3,6,1,Alabama,0,79,25425,25654,27233
341,40,3,6,1,Alabama,0,80,23512,23646,24142
342,40,3,6,1,Alabama,0,81,22184,22026,22157
343,40,3,6,1,Alabama,0,82,20172,20330,20367
344,40,3,6,1,Alabama,0,83,17449,17602,18612
345,40,3,6,1,Alabama,0,84,16161,16131,16032
346,40,3,6,1,Alabama,0,85,85529,85388,85202
347,40,3,6,1,Alabama,0,999,5012422,5012911,5027531
522,40,4,9,2,Alaska,0,0,9657,9626,9236
523,40,4,9,2,Alaska,0,1,9631,9575,9569
524,40,4,9,2,Alaska,0,2,9904,9792,9403
525,40,4,9,2,Alaska,0,3,10207,10095,9731
526,40,4,9,2,Alaska,0,4,10494,10411,10172
527,40,4,9,2,Alaska,0,5,10352,10347,10296
528,40,4,9,2,Alaska,0,6,10319,10321,10279
529,40,4,9,2,Alaska,0,7,10308,10279,10286
530,40,4,9,2,Alaska,0,8,10396,10316,10243
531,40,4,9,2,Alaska,0,9,10388,10341,10181
532,40,4,9,2,Alaska,0,10,10292,10287,10308
533,40,4,9,2,Alaska,0,11,10406,10303,10184
534,40,4,9,2,Alaska,0,12,10408,10427,10239
535,40,4,9,2,Alaska,0,13,10157,10172,10265
536,40,4,9,2,Alaska,0,14,9729,9796,10084
537,40,4,9,2,Alaska,0,15,9773,9757,9724
538,40,4,9,2,Alaska,0,16,9609,9640,9637
539,40,4,9,2,Alaska,0,17,9537,9534,9518
540,40,4,9,2,Alaska,0,18,8434,8420,8416
541,40,4,9,2,Alaska,0,19,7477,7324,7160
542,40,4,9,2,Alaska,0,20,8089,8097,8008
543,40,4,9,2,Alaska,0,21,8155,8085,8323
544,40,4,9,2,Alaska,0,22,8420,8409,8503
545,40,4,9,2,Alaska,0,23,8904,8872,8693
546,40,4,9,2,Alaska,0,24,9005,8984,9010
547,40,4,9,2,Alaska,0,25,9523,9367,9171
548,40,4,9,2,Alaska,0,26,9968,9900,9635
549,40,4,9,2,Alaska,0,27,10499,10340,10008
550,40,4,9,2,Alaska,0,28,11040,10911,10395
551,40,4,9,2,Alaska,0,29,11182,11152,11055
552,40,4,9,2,Alaska,0,30,11195,11213,11179
553,40,4,9,2,Alaska,0,31,10810,10874,11209
554,40,4,9,2,Alaska,0,32,10789,10767,10949
555,40,4,9,2,Alaska,0,33,10723,10736,10759
556,40,4,9,2,Alaska,0,34,10907,10835,10663
557,40,4,9,2,Alaska,0,35,10755,10844,10925
558,40,4,9,2,Alaska,0,36,10515,10497,10828
559,40,4,9,2,Alaska,0,37,10686,10643,10457
560,40,4,9,2,Alaska,0,38,10091,10251,10554
561,40,4,9,2,Alaska,0,39,9861,9861,10245
562,40,4,9,2,Alaska,0,40,9416,9567,9837
563,40,4,9,2,Alaska,0,41,8917,9017,9558
564,40,4,9,2,Alaska,0,42,8748,8694,8955
565,40,4,9,2,Alaska,0,43,8428,8556,8667
566,40,4,9,2,Alaska,0,44,8183,8147,8527
567,40,4,9,2,Alaska,0,45,8129,8145,8060
568,40,4,9,2,Alaska,0,46,7875,7902,8152
569,40,4,9,2,Alaska,0,47,8095,8000,7787
570,40,4,9,2,Alaska,0,48,8477,8351,7916
571,40,4,9,2,Alaska,0,49,9060,8928,8351
572,40,4,9,2,Alaska,0,50,8890,8925,8830
573,40,4,9,2,Alaska,0,51,8494,8538,8727
574,40,4,9,2,Alaska,0,52,8266,8285,8476
575,40,4,9,2,Alaska,0,53,8455,8362,8212
576,40,4,9,2,Alaska,0,54,8692,8578,8202
577,40,4,9,2,Alaska,0,55,9173,9028,8433
578,40,4,9,2,Alaska,0,56,9435,9344,8801
579,40,4,9,2,Alaska,0,57,9604,9545,9204
580,40,4,9,2,Alaska,0,58,9725,9617,9334
581,40,4,9,2,Alaska,0,59,9689,9654,9347
582,40,4,9,2,Alaska,0,60,9595,9561,9489
583,40,4,9,2,Alaska,0,61,9199,9197,9320
584,40,4,9,2,Alaska,0,62,9142,9055,8974
585,40,4,9,2,Alaska,0,63,8823,8900,8796
586,40,4,9,2,Alaska,0,64,8534,8496,8654
587,40,4,9,2,Alaska,0,65,8473,8427,8237
588,40,4,9,2,Alaska,0,66,7941,8024,8171
589,40,4,9,2,Alaska,0,67,7474,7526,7774
590,40,4,9,2,Alaska,0,68,7026,7038,7276
591,40,4,9,2,Alaska,0,69,6378,6524,6839
592,40,4,9,2,Alaska,0,70,6138,6140,6334
593,40,4,9,2,Alaska,0,71,5626,5712,5918
594,40,4,9,2,Alaska,0,72,5382,5333,5532
595,40,4,9,2,Alaska,0,73,5117,5382,5130
596,40,4,9,2,Alaska,0,74,3699,3782,5215
597,40,4,9,2,Alaska,0,75,3614,3601,3608
598,40,4,9,2,Alaska,0,76,3395,3390,3474
599,40,4,9,2,Alaska,0,77,3137,3232,3233
600,40,4,9,2,Alaska,0,78,2672,2702,3069
601,40,4,9,2,Alaska,0,79,2383,2404,2529
602,40,4,9,2,Alaska,0,80,1985,2050,2263
603,40,4,9,2,Alaska,0,81,1735,1758,1908
604,40,4,9,2,Alaska,0,82,1594,1618,1667
605,40,4,9,2,Alaska,0,83,1399,1413,1488
606,40,4,9,2,Alaska,0,84,1228,1220,1260
607,40,4,9,2,Alaska,0,85,6597,6615,6738
608,40,4,9,2,Alaska,0,999,712632,711684,711772
783,40,4,8,4,Arizona,0,0,78100,76973,76130
784,40,4,8,4,Arizona,0,1,79410,79415,78207
785,40,4,8,4,Arizona,0,2,81423,81211,80582
786,40,4,8,4,Arizona,0,3,84527,83787,82193
787,40,4,8,4,Arizona,0,4,86831,86701,84744
788,40,4,8,4,Arizona,0,5,88767,88577,87691
789,40,4,8,4,Arizona,0,6,88472,88889,89610
790,40,4,8,4,Arizona,0,7,88301,88443,89732
791,40,4,8,4,Arizona,0,8,88476,88339,89430
792,40,4,8,4,Arizona,0,9,89188,89166,89025
793,40,4,8,4,Arizona,0,10,91892,91463,90132
794,40,4,8,4,Arizona,0,11,95678,94542,92137
795,40,4,8,4,Arizona,0,12,99470,99198,95276
796,40,4,8,4,Arizona,0,13,98954,99117,100003
797,40,4,8,4,Arizona,0,14,96059,96904,99585
798,40,4,8,4,Arizona,0,15,94768,95315,97615
799,40,4,8,4,Arizona,0,16,94507,94845,96036
800,40,4,8,4,Arizona,0,17,92013,92802,95852
801,40,4,8,4,Arizona,0,18,95706,95376,96079
802,40,4,8,4,Arizona,0,19,97466,97397,96591
803,40,4,8,4,Arizona,0,20,94469,95446,96408
804,40,4,8,4,Arizona,0,21,94367,94555,97414
805,40,4,8,4,Arizona,0,22,94118,94703,96516
806,40,4,8,4,Arizona,0,23,95798,96142,98395
807,40,4,8,4,Arizona,0,24,95794,95786,97483
808,40,4,8,4,Arizona,0,25,96184,96558,97519
809,40,4,8,4,Arizona,0,26,97602,97837,98153
810,40,4,8,4,Arizona,0,27,98801,98757,99488
811,40,4,8,4,Arizona,0,28,100792,100860,100349
812,40,4,8,4,Arizona,0,29,101987,102103,102724
813,40,4,8,4,Arizona,0,30,100397,101657,103739
814,40,4,8,4,Arizona,0,31,95951,96922,102808
815,40,4,8,4,Arizona,0,32,93938,94802,98523
816,40,4,8,4,Arizona,0,33,92331,92867,95869
817,40,4,8,4,Arizona,0,34,93333,93406,94244
818,40,4,8,4,Arizona,0,35,91810,92904,94602
819,40,4,8,4,Arizona,0,36,90842,90834,94093
820,40,4,8,4,Arizona,0,37,92699,92555,91699
821,40,4,8,4,Arizona,0,38,92309,93088,93603
822,40,4,8,4,Arizona,0,39,92174,92081,93813
823,40,4,8,4,Arizona,0,40,90603,91922,93134
824,40,4,8,4,Arizona,0,41,85937,86972,92386
825,40,4,8,4,Arizona,0,42,85225,85320,87844
826,40,4,8,4,Arizona,0,43,83637,84640,85632
827,40,4,8,4,Arizona,0,44,82706,82631,85341
828,40,4,8,4,Arizona,0,45,83793,84048,82959
829,40,4,8,4,Arizona,0,46,81918,82356,84585
830,40,4,8,4,Arizona,0,47,81873,81912,82695
831,40,4,8,4,Arizona,0,48,85655,84995,82311
832,40,4,8,4,Arizona,0,49,90469,89929,85623
833,40,4,8,4,Arizona,0,50,87052,88222,90626
834,40,4,8,4,Arizona,0,51,83731,84493,88996
835,40,4,8,4,Arizona,0,52,81272,82028,85120
836,40,4,8,4,Arizona,0,53,81176,81338,82490
837,40,4,8,4,Arizona,0,54,82056,81909,81836
838,40,4,8,4,Arizona,0,55,85831,85294,82529
839,40,4,8,4,Arizona,0,56,87559,87701,86155
840,40,4,8,4,Arizona,0,57,88141,88318,88362
841,40,4,8,4,Arizona,0,58,89284,89300,88999
842,40,4,8,4,Arizona,0,59,88885,89432,90065
843,40,4,8,4,Arizona,0,60,87643,88269,90315
844,40,4,8,4,Arizona,0,61,86781,87127,89305
845,40,4,8,4,Arizona,0,62,87417,87382,88063
846,40,4,8,4,Arizona,0,63,85328,86868,88303
847,40,4,8,4,Arizona,0,64,83647,83879,87755
848,40,4,8,4,Arizona,0,65,82704,83306,84818
849,40,4,8,4,Arizona,0,66,81433,82112,84001
850,40,4,8,4,Arizona,0,67,79485,80027,82412
851,40,4,8,4,Arizona,0,68,78182,78188,80041
852,40,4,8,4,Arizona,0,69,74441,75932,78036
853,40,4,8,4,Arizona,0,70,74132,74233,75860
854,40,4,8,4,Arizona,0,71,73577,73849,73725
855,40,4,8,4,Arizona,0,72,75179,73809,73097
856,40,4,8,4,Arizona,0,73,76252,79451,72910
857,40,4,8,4,Arizona,0,74,54458,56255,78100
858,40,4,8,4,Arizona,0,75,54306,54387,55214
859,40,4,8,4,Arizona,0,76,53897,53334,53027
860,40,4,8,4,Arizona,0,77,52712,53923,51825
861,40,4,8,4,Arizona,0,78,45030,45805,52170
862,40,4,8,4,Arizona,0,79,40323,40915,44015
863,40,4,8,4,Arizona,0,80,36532,37140,39203
864,40,4,8,4,Arizona,0,81,33808,33922,35137
865,40,4,8,4,Arizona,0,82,30577,31091,31946
866,40,4,8,4,Arizona,0,83,26783,27056,28839
867,40,4,8,4,Arizona,0,84,24211,24372,24979
868,40,4,8,4,Arizona,0,85,131790,132141,133691
869,40,4,8,4,Arizona,0,999,7133135,7159856,7258567
1044,40,3,7,5,Arkansas,0,0,35611,35293,34720
1045,40,3,7,5,Arkansas,0,1,36058,35922,35559
1046,40,3,7,5,Arkansas,0,2,37065,36878,36336
1047,40,3,7,5,Arkansas,0,3,37596,37386,37152
1048,40,3,7,5,Arkansas,0,4,38592,38446,37793
1049,40,3,7,5,Arkansas,0,5,38630,38657,38742
1050,40,3,7,5,Arkansas,0,6,38044,38283,38968
1051,40,3,7,5,Arkansas,0,7,38005,38004,38494
1052,40,3,7,5,Arkansas,0,8,38647,38414,38217
1053,40,3,7,5,Arkansas,0,9,38747,38706,38676
1054,40,3,7,5,Arkansas,0,10,39906,39632,38970
1055,40,3,7,5,Arkansas,0,11,41101,40680,39874
1056,40,3,7,5,Arkansas,0,12,42597,42452,40920
1057,40,3,7,5,Arkansas,0,13,42562,42552,42665
1058,40,3,7,5,Arkansas,0,14,41137,41472,42669
1059,40,3,7,5,Arkansas,0,15,40638,40827,41680
1060,40,3,7,5,Arkansas,0,16,40738,40814,41010
1061,40,3,7,5,Arkansas,0,17,40220,40375,40944
1062,40,3,7,5,Arkansas,0,18,38899,38699,39188
1063,40,3,7,5,Arkansas,0,19,39308,39217,38701
1064,40,3,7,5,Arkansas,0,20,40062,40337,40360
1065,40,3,7,5,Arkansas,0,21,39636,39574,40399
1066,40,3,7,5,Arkansas,0,22,39573,39637,40106
1067,40,3,7,5,Arkansas,0,23,38621,38707,39213
1068,40,3,7,5,Arkansas,0,24,38219,38119,38661
1069,40,3,7,5,Arkansas,0,25,37955,37996,38027
1070,40,3,7,5,Arkansas,0,26,38302,38282,38005
1071,40,3,7,5,Arkansas,0,27,38990,38764,38437
1072,40,3,7,5,Arkansas,0,28,39964,39780,39004
1073,40,3,7,5,Arkansas,0,29,41163,40899,40106
1074,40,3,7,5,Arkansas,0,30,40488,40894,41191
1075,40,3,7,5,Arkansas,0,31,38849,39162,41204
1076,40,3,7,5,Arkansas,0,32,38009,38149,39423
1077,40,3,7,5,Arkansas,0,33,37479,37550,38379
1078,40,3,7,5,Arkansas,0,34,37656,37605,37756
1079,40,3,7,5,Arkansas,0,35,37685,37896,37778
1080,40,3,7,5,Arkansas,0,36,38104,37787,38223
1081,40,3,7,5,Arkansas,0,37,38627,38595,38023
1082,40,3,7,5,Arkansas,0,38,38640,38812,38634
1083,40,3,7,5,Arkansas,0,39,38940,38717,38909
1084,40,3,7,5,Arkansas,0,40,38341,38725,38655
1085,40,3,7,5,Arkansas,0,41,36771,37121,38885
1086,40,3,7,5,Arkansas,0,42,36481,36338,37200
1087,40,3,7,5,Arkansas,0,43,35403,35942,36561
1088,40,3,7,5,Arkansas,0,44,34607,34466,35892
1089,40,3,7,5,Arkansas,0,45,35192,35254,34531
1090,40,3,7,5,Arkansas,0,46,34735,34734,35368
1091,40,3,7,5,Arkansas,0,47,35394,35123,34729
1092,40,3,7,5,Arkansas,0,48,37145,36706,34945
1093,40,3,7,5,Arkansas,0,49,38883,38616,36682
1094,40,3,7,5,Arkansas,0,50,37136,37569,38543
1095,40,3,7,5,Arkansas,0,51,35609,35840,37675
1096,40,3,7,5,Arkansas,0,52,34828,34900,35833
1097,40,3,7,5,Arkansas,0,53,35546,35394,34960
1098,40,3,7,5,Arkansas,0,54,36322,35988,35148
1099,40,3,7,5,Arkansas,0,55,38834,38186,35736
1100,40,3,7,5,Arkansas,0,56,39881,39737,38180
1101,40,3,7,5,Arkansas,0,57,39804,39834,39521
1102,40,3,7,5,Arkansas,0,58,40073,39975,39793
1103,40,3,7,5,Arkansas,0,59,39555,39805,39715
1104,40,3,7,5,Arkansas,0,60,39002,39001,39580
1105,40,3,7,5,Arkansas,0,61,38466,38431,38777
1106,40,3,7,5,Arkansas,0,62,38228,38132,38208
1107,40,3,7,5,Arkansas,0,63,37280,37758,37915
1108,40,3,7,5,Arkansas,0,64,36395,36301,37468
1109,40,3,7,5,Arkansas,0,65,35577,35659,35931
1110,40,3,7,5,Arkansas,0,66,34674,34860,35306
1111,40,3,7,5,Arkansas,0,67,33462,33515,34335
1112,40,3,7,5,Arkansas,0,68,32416,32334,33025
1113,40,3,7,5,Arkansas,0,69,30380,30970,31742
1114,40,3,7,5,Arkansas,0,70,29696,29628,30294
1115,40,3,7,5,Arkansas,0,71,29274,29215,28879
1116,40,3,7,5,Arkansas,0,72,29416,28756,28436
1117,40,3,7,5,Arkansas,0,73,29518,30695,27864
1118,40,3,7,5,Arkansas,0,74,21058,21539,29610
1119,40,3,7,5,Arkansas,0,75,21185,21044,20662
1120,40,3,7,5,Arkansas,0,76,20864,20587,20282
1121,40,3,7,5,Arkansas,0,77,20189,20573,19658
1122,40,3,7,5,Arkansas,0,78,17520,17631,19558
1123,40,3,7,5,Arkansas,0,79,15913,15938,16588
1124,40,3,7,5,Arkansas,0,80,14529,14613,14988
1125,40,3,7,5,Arkansas,0,81,13384,13366,13588
1126,40,3,7,5,Arkansas,0,82,12105,12231,12383
1127,40,3,7,5,Arkansas,0,83,10635,10693,11223
1128,40,3,7,5,Arkansas,0,84,9810,9795,9658
1129,40,3,7,5,Arkansas,0,85,54716,54537,54091
1130,40,3,7,5,Arkansas,0,999,3007295,3008026,3021717
1305,40,4,9,6,California,0,0,445470,439018,422861
1306,40,4,9,6,California,0,1,448027,446641,432883
1307,40,4,9,6,California,0,2,461505,457282,440896
1308,40,4,9,6,California,0,3,479513,473206,452329
1309,40,4,9,6,California,0,4,486785,485015,468176
1310,40,4,9,6,California,0,5,495278,492719,480303
1311,40,4,9,6,California,0,6,490958,491656,487735
1312,40,4,9,6,California,0,7,494655,492431,487035
1313,40,4,9,6,California,0,8,496041,493044,487848
1314,40,4,9,6,California,0,9,503104,500550,488744
1315,40,4,9,6,California,0,10,506920,505691,496286
1316,40,4,9,6,California,0,11,519686,513483,501622
1317,40,4,9,6,California,0,12,539024,536090,509362
1318,40,4,9,6,California,0,13,535111,534547,532061
1319,40,4,9,6,California,0,14,522001,524515,531161
1320,40,4,9,6,California,0,15,517256,518357,521654
1321,40,4,9,6,California,0,16,518398,518204,515661
1322,40,4,9,6,California,0,17,512697,513573,515785
1323,40,4,9,6,California,0,18,516431,514326,516637
1324,40,4,9,6,California,0,19,502933,500265,489126
1325,40,4,9,6,California,0,20,493636,496583,494664
1326,40,4,9,6,California,0,21,490451,488850,492231
1327,40,4,9,6,California,0,22,497162,496083,487793
1328,40,4,9,6,California,0,23,516443,513311,499329
1329,40,4,9,6,California,0,24,535555,530564,513180
1330,40,4,9,6,California,0,25,551514,548249,528242
1331,40,4,9,6,California,0,26,568816,565901,544417
1332,40,4,9,6,California,0,27,584363,579577,561694
1333,40,4,9,6,California,0,28,606099,601652,573529
1334,40,4,9,6,California,0,29,626341,620404,594780
1335,40,4,9,6,California,0,30,621861,625489,612894
1336,40,4,9,6,California,0,31,603940,604961,617086
1337,40,4,9,6,California,0,32,591046,592578,596871
1338,40,4,9,6,California,0,33,578593,579874,584056
1339,40,4,9,6,California,0,34,576443,575971,571754
1340,40,4,9,6,California,0,35,570228,573100,568587
1341,40,4,9,6,California,0,36,562800,560872,565379
1342,40,4,9,6,California,0,37,567242,565482,553505
1343,40,4,9,6,California,0,38,558497,561991,558005
1344,40,4,9,6,California,0,39,549589,548276,554887
1345,40,4,9,6,California,0,40,537737,543412,542079
1346,40,4,9,6,California,0,41,513144,516582,536129
1347,40,4,9,6,California,0,42,506057,504965,509987
1348,40,4,9,6,California,0,43,497870,500916,499266
1349,40,4,9,6,California,0,44,492471,490118,495286
1350,40,4,9,6,California,0,45,494547,494810,485124
1351,40,4,9,6,California,0,46,483517,484390,489320
1352,40,4,9,6,California,0,47,488000,485256,479043
1353,40,4,9,6,California,0,48,503784,499673,480316
1354,40,4,9,6,California,0,49,530508,524010,493410
1355,40,4,9,6,California,0,50,524072,525238,517840
1356,40,4,9,6,California,0,51,503993,505572,517823
1357,40,4,9,6,California,0,52,489243,492276,499097
1358,40,4,9,6,California,0,53,485326,483498,485302
1359,40,4,9,6,California,0,54,489551,486730,476623
1360,40,4,9,6,California,0,55,505727,500878,479316
